LATITUDE,LONGITUDE,ACCLOC,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,DRIVCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,HOOD_140
43.6887,-79.477329,Non Intersection,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,15 to 19,Major,,0,1,0,0,0,0,0,,0,0,0,0,0,110.0,110.0
43.648242,-79.485713,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,1,0,0,0,1,0,0,,0,0,0,0,0,87.0,87.0
43.772895,-79.272945,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,156.0,127.0
43.756827,-79.22932,At Intersection,Other,Dark,Other,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,141.0,137.0
43.753218,-79.53622,At Intersection,Clear,"Dark, artificial",Dry,Fatal,Angle,Driver,40 to 44,Fatal,Normal,0,0,1,0,0,0,0,,1,1,1,0,0,22.0,22.0
43.68389,-79.511417,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,Normal,1,0,1,0,0,0,0,Yes,0,1,0,0,0,9.0,9.0
43.775595,-79.274074,Non Intersection,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,Unknown,1,0,1,0,0,0,0,,0,1,0,0,0,156.0,127.0
43.775595,-79.274074,Non Intersection,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,156.0,127.0
43.768336,-79.186191,Intersection Related,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,Normal,1,0,1,0,0,0,0,Yes,0,0,0,0,0,136.0,136.0
43.707713,-79.53358,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,113.0,113.0
43.756827,-79.22932,At Intersection,Other,Dark,Other,Fatal,Pedestrian Collisions,Driver,65 to 69,None,Unknown,1,0,1,0,0,0,0,,0,0,0,0,0,141.0,137.0
43.603137,-79.538493,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,20.0,20.0
43.68389,-79.511417,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,25 to 29,Minor,,1,0,1,0,0,0,0,Yes,0,1,0,0,0,9.0,9.0
43.743479,-79.21725,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,None,Inattentive,0,0,1,1,0,0,0,,0,1,0,0,0,139.0,139.0
43.603137,-79.538493,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,20.0,20.0
43.768336,-79.186191,Intersection Related,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,136.0,136.0
43.646697,-79.382236,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Major,Inattentive,0,0,1,0,1,0,0,Yes,0,0,0,0,0,170.0,76.0
43.7485,-79.468807,Non Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,35 to 39,Minor,Normal,0,0,1,0,0,0,0,,1,1,0,0,0,155.0,26.0
43.646697,-79.382236,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Truck Driver,35 to 39,None,Normal,0,0,1,0,1,0,0,Yes,0,0,0,0,0,170.0,76.0
43.707713,-79.53358,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,113.0,113.0
43.743479,-79.21725,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,15 to 19,Major,Normal,0,0,1,1,0,0,0,,0,1,0,0,0,139.0,139.0
43.662398,-79.38634,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,169.0,76.0
43.768336,-79.186191,Intersection Related,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,40 to 44,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,136.0,136.0
43.7485,-79.468807,Non Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,Driver,35 to 39,Major,Inattentive,0,0,1,0,0,0,0,,1,1,0,0,0,155.0,26.0
43.692324,-79.477252,Non Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,112.0,112.0
43.683287,-79.520641,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,35 to 39,Major,Normal,0,0,1,1,0,0,0,,0,1,0,0,0,9.0,9.0
43.662398,-79.38634,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,169.0,76.0
43.646697,-79.382236,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,None,,0,0,1,0,1,0,0,Yes,0,0,0,0,0,170.0,76.0
43.768336,-79.186191,Intersection Related,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Passenger,0 to 4,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,136.0,136.0
43.683287,-79.520641,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,Normal,0,0,1,1,0,0,0,,0,1,0,0,0,9.0,9.0
43.647772,-79.37733,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,Unknown,0,1,1,0,0,0,0,,0,1,0,0,0,168.0,75.0
43.792338,-79.445712,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,36.0,36.0
43.649581,-79.422855,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,81.0,81.0
43.657233,-79.447734,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,83.0,83.0
43.647772,-79.37733,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,168.0,75.0
43.792338,-79.445712,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,80 to 84,Minimal,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,36.0,36.0
43.649581,-79.422855,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,81.0,81.0
43.657233,-79.447734,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,83.0,83.0
43.68141,-79.332347,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,Inattentive,0,1,1,0,0,0,0,,0,1,0,0,0,65.0,65.0
43.792338,-79.445712,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,75 to 79,Major,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,36.0,36.0
43.700686,-79.451724,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,108.0,108.0
43.726615,-79.303432,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,119.0,119.0
43.68141,-79.332347,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,70 to 74,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,65.0,65.0
43.726615,-79.303432,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,40 to 44,Major,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,119.0,119.0
43.630515,-79.427158,Non Intersection,Clear,Daylight,Dry,Fatal,Approaching,Motorcycle Driver,50 to 54,Fatal,Normal,0,0,1,1,0,0,0,,0,0,0,0,0,163.0,82.0
43.700686,-79.451724,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,50 to 54,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,108.0,108.0
43.65576,-79.598361,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,Normal,0,1,1,0,0,0,0,,0,1,0,0,0,11.0,11.0
43.751422,-79.43748,At Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,38.0,38.0
43.630515,-79.427158,Non Intersection,Clear,Daylight,Dry,Fatal,Approaching,Driver,30 to 34,,Normal,0,0,1,1,0,0,0,,0,0,0,0,0,163.0,82.0
43.700686,-79.451724,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,20 to 24,None,,1,0,1,0,0,0,0,Yes,0,0,0,0,0,108.0,108.0
43.700686,-79.451724,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,Normal,1,0,1,0,0,0,0,Yes,0,0,0,0,0,108.0,108.0
43.751422,-79.43748,At Intersection,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,Unknown,1,0,1,0,0,0,0,,0,1,0,0,0,38.0,38.0
43.630515,-79.427158,Non Intersection,Clear,Daylight,Dry,Fatal,Approaching,Driver,30 to 34,,Normal,0,0,1,1,0,0,0,,0,0,0,0,0,163.0,82.0
43.65576,-79.598361,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,11.0,11.0
43.698359,-79.424472,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,70 to 74,Minimal,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,101.0,101.0
43.630515,-79.427158,Non Intersection,Clear,Daylight,Dry,Fatal,Approaching,Driver,55 to 59,None,Inattentive,0,0,1,1,0,0,0,,0,0,0,0,0,163.0,82.0
43.698107,-79.52325,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,Inattentive,0,0,1,0,0,1,0,Yes,1,1,0,0,0,8.0,8.0
43.679942,-79.339397,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,30 to 34,Major,Unknown,0,0,1,0,0,0,0,,0,0,0,0,0,69.0,69.0
43.698359,-79.424472,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,25 to 29,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,101.0,101.0
43.679942,-79.339397,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,Had Been Drinking,0,0,1,0,0,0,0,,0,0,0,0,0,69.0,69.0
43.698359,-79.424472,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,None,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,101.0,101.0
43.698107,-79.52325,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Driver,50 to 54,None,Normal,0,0,1,0,0,1,0,Yes,1,1,0,0,0,8.0,8.0
43.655169,-79.38602,At Intersection,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,Normal,1,0,1,0,0,0,0,,0,1,0,0,0,170.0,76.0
43.698359,-79.424472,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,101.0,101.0
43.698107,-79.52325,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Passenger,unknown,Minor,,0,0,1,0,0,1,0,Yes,1,1,0,0,0,8.0,8.0
43.655169,-79.38602,At Intersection,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,170.0,76.0
43.698359,-79.424472,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,50 to 54,Major,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,101.0,101.0
43.698107,-79.52325,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,Minor,,0,0,1,0,0,1,0,Yes,1,1,0,0,0,8.0,8.0
43.719565,-79.247051,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,,1,0,1,0,0,0,0,,0,1,1,0,0,123.0,123.0
43.719565,-79.247051,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,Unknown,1,0,1,0,0,0,0,,0,1,1,0,0,123.0,123.0
43.698107,-79.52325,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,Passenger,60 to 64,Minor,,0,0,1,0,0,1,0,Yes,1,1,0,0,0,8.0,8.0
43.698359,-79.424472,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,10 to 14,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,101.0,101.0
43.674388,-79.42258,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,94.0,94.0
43.737166,-79.565257,At Intersection,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,Inattentive,0,0,1,0,0,0,0,Yes,0,1,0,0,0,3.0,3.0
43.698359,-79.424472,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,101.0,101.0
43.674388,-79.42258,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,94.0,94.0
43.676662,-79.553142,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,Major,Inattentive,0,0,1,0,0,0,0,,1,1,0,0,0,10.0,7.0
43.737166,-79.565257,At Intersection,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,Normal,0,0,1,0,0,0,0,Yes,0,1,0,0,0,3.0,3.0
43.810984,-79.279712,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,129.0,129.0
43.676662,-79.553142,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,55 to 59,Major,Normal,0,0,1,0,0,0,0,,1,1,0,0,0,10.0,7.0
43.676662,-79.553142,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,60 to 64,Minor,Normal,0,0,1,0,0,0,0,,1,1,0,0,0,10.0,7.0
43.810984,-79.279712,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,129.0,129.0
43.676662,-79.553142,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,Driver,25 to 29,None,Normal,0,0,1,0,0,0,0,,1,1,0,0,0,10.0,7.0
43.737166,-79.565257,At Intersection,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,25 to 29,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,3.0,3.0
43.737166,-79.565257,At Intersection,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,Minor,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,3.0,3.0
43.737166,-79.565257,At Intersection,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,5 to 9,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,3.0,3.0
43.737166,-79.565257,At Intersection,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,5 to 9,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,3.0,3.0
43.737166,-79.565257,At Intersection,Clear,"Dusk, artificial",Dry,Non-Fatal Injury,Turning Movement,Passenger,20 to 24,None,,0,0,1,0,0,0,0,Yes,0,1,0,0,0,3.0,3.0
43.644381,-79.400058,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,,0,1,1,0,0,0,0,,0,0,0,0,0,164.0,77.0
43.644381,-79.400058,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,Normal,0,1,1,0,0,0,0,,0,0,0,0,0,164.0,77.0
43.645365,-79.370364,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,166.0,77.0
43.662287,-79.444377,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,Inattentive,1,0,1,0,0,0,0,,0,0,0,0,0,171.0,93.0
43.662287,-79.444377,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,171.0,93.0
43.730399,-79.601398,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,60 to 64,Major,Normal,0,0,1,0,0,1,0,,0,0,0,0,0,1.0,1.0
43.736197,-79.307407,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,Minimal,Normal,0,1,1,0,0,0,0,,0,1,0,0,0,43.0,43.0
43.730399,-79.601398,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,Minimal,Unknown,0,0,1,0,0,1,0,,0,0,0,0,0,1.0,1.0
43.736197,-79.307407,At/Near Private Drive,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,10 to 14,Major,,0,1,1,0,0,0,0,,0,1,0,0,0,43.0,43.0
43.730399,-79.601398,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,45 to 49,Minimal,Normal,0,0,1,0,0,1,0,,0,0,0,0,0,1.0,1.0
43.704878,-79.494052,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,"Ability Impaired, Alcohol",0,0,1,0,0,0,0,,1,1,0,1,0,30.0,30.0
43.782229,-79.292499,Non Intersection,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,unknown,None,Unknown,1,0,1,0,0,0,0,,0,1,0,0,0,118.0,118.0
43.636973,-79.4453,Non Intersection,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,Sideswipe,Driver,35 to 39,None,Normal,0,0,1,0,0,0,0,Yes,0,0,0,0,0,85.0,85.0
43.718833,-79.304431,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,"Ability Impaired, Alcohol",0,0,1,0,0,0,0,Yes,1,1,1,1,0,43.0,43.0
43.718833,-79.304431,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,None,Normal,0,0,1,0,0,0,0,Yes,1,1,1,1,0,43.0,43.0
43.718833,-79.304431,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,45 to 49,Minimal,,0,0,1,0,0,0,0,Yes,1,1,1,1,0,43.0,43.0
43.681536,-79.476711,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,None,Inattentive,0,0,0,1,0,1,0,,0,1,0,0,0,111.0,111.0
43.681536,-79.476711,At Intersection,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,40 to 44,Major,Normal,0,0,0,1,0,1,0,,0,1,0,0,0,111.0,111.0
43.808352,-79.32191,Non Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,116.0,116.0
43.808352,-79.32191,Non Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,25 to 29,None,Normal,1,0,1,0,0,0,0,,0,0,0,0,0,116.0,116.0
43.696955,-79.546672,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,,1,0,1,0,0,0,0,,0,0,0,0,0,6.0,6.0
43.696955,-79.546672,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,Unknown,1,0,1,0,0,0,0,,0,0,0,0,0,6.0,6.0
43.651427,-79.379802,Non Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,Minimal,Unknown,1,0,1,0,0,0,0,,0,0,0,0,0,170.0,76.0
43.651427,-79.379802,Non Intersection,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,170.0,76.0
43.740718,-79.324664,At Intersection,Clear,Dark,Dry,Fatal,Turning Movement,Driver,40 to 44,None,Unknown,0,0,1,1,0,0,0,,1,1,0,0,0,43.0,43.0
43.740718,-79.324664,At Intersection,Clear,Dark,Dry,Fatal,Turning Movement,Motorcycle Driver,20 to 24,Fatal,Unknown,0,0,1,1,0,0,0,,1,1,0,0,0,43.0,43.0
43.590289,-79.526683,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,50 to 54,None,Normal,0,1,0,0,1,0,0,,0,0,0,0,0,19.0,19.0
43.590289,-79.526683,Intersection Related,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,,0,1,0,0,1,0,0,,0,0,0,0,0,19.0,19.0
43.644381,-79.400058,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,20 to 24,None,"Ability Impaired, Alcohol Over .08",0,1,1,0,0,0,0,,0,0,0,1,0,164.0,77.0
43.644381,-79.400058,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,,0,1,1,0,0,0,0,,0,0,0,1,0,164.0,77.0
43.820498,-79.320415,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Minimal,Inattentive,0,0,1,0,0,0,0,Yes,0,1,1,0,0,116.0,116.0
43.820498,-79.320415,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,65 to 69,Major,Normal,0,0,1,0,0,0,0,Yes,0,1,1,0,0,116.0,116.0
43.820498,-79.320415,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,30 to 34,Minimal,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,116.0,116.0
43.820498,-79.320415,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,0 to 4,Minimal,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,116.0,116.0
43.820498,-79.320415,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,5 to 9,None,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,116.0,116.0
43.820498,-79.320415,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,65 to 69,Major,,0,0,1,0,0,0,0,Yes,0,1,1,0,0,116.0,116.0
43.722186,-79.415569,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Minor,Normal,0,0,1,0,0,0,0,,0,1,1,0,0,39.0,39.0
43.722186,-79.415569,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,Normal,0,0,1,0,0,0,0,,0,1,1,0,0,39.0,39.0
43.700457,-79.427722,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,None,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,106.0,106.0
43.700457,-79.427722,At Intersection,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,Normal,0,0,1,0,0,0,0,,0,1,0,0,0,106.0,106.0
43.763919,-79.498958,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,Inattentive,1,0,1,0,0,0,0,,0,0,0,0,0,27.0,27.0
43.763919,-79.498958,Non Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,1,0,1,0,0,0,0,,0,0,0,0,0,27.0,27.0
43.711005,-79.399272,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,,1,0,0,0,1,0,0,,0,0,0,0,0,173.0,104.0
43.711005,-79.399272,At Intersection,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,55 to 59,None,Unknown,1,0,0,0,1,0,0,,0,0,0,0,0,173.0,104.0
43.747023,-79.515086,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,Inattentive,1,0,1,0,0,0,0,,0,1,0,0,0,25.0,25.0
43.747023,-79.515086,At Intersection,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,,1,0,1,0,0,0,0,,0,1,0,0,0,25.0,25.0
43.64448,-79.567203,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,25 to 29,None,Had Been Drinking,0,0,1,0,0,0,0,Yes,1,1,1,0,0,13.0,13.0
43.64448,-79.567203,At Intersection,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minor,Normal,0,0,1,0,0,0,0,Yes,1,1,1,0,0,13.0,13.0
